Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
3994,hrt002d.map,5,50,evaluate_suitability_loose,"[""scaffolding"", ""assembly"", ""scaffolding"", ""bricklayer"", ""crane""]","[""debris"", ""delivery"", ""utilities"", ""item elevation"", ""lay bricks"", ""scaffold"", ""excavate"", ""delivery"", ""excavate"", ""scaffold"", ""assembly"", ""lay bricks"", ""scaffold"", ""scaffold"", ""lay bricks"", ""delivery"", ""delivery"", ""scaffold"", ""delivery"", ""delivery"", ""lay bricks"", ""debris"", ""lay bricks"", ""utilities"", ""delivery"", ""excavate"", ""debris"", ""excavate"", ""scaffold"", ""scaffold"", ""lay bricks"", ""delivery"", ""debris"", ""lay bricks"", ""excavate"", ""utilities"", ""scaffold"", ""delivery"", ""scaffold"", ""delivery"", ""scaffold"", ""item elevation"", ""item elevation"", ""utilities"", ""utilities"", ""scaffold"", ""excavate"", ""assembly"", ""assembly"", ""delivery""]"
3995,hrt002d.map,5,50,evaluate_suitability_loose,"[""assembly"", ""bricklayer"", ""delivery"", ""excavator"", ""delivery""]","[""excavate"", ""scaffold"", ""debris"", ""scaffold"", ""utilities"", ""item elevation"", ""excavate"", ""excavate"", ""utilities"", ""utilities"", ""excavate"", ""delivery"", ""delivery"", ""item elevation"", ""assembly"", ""assembly"", ""excavate"", ""debris"", ""item elevation"", ""item elevation"", ""debris"", ""delivery"", ""debris"", ""debris"", ""scaffold"", ""scaffold"", ""assembly"", ""delivery"", ""delivery"", ""lay bricks"", ""utilities"", ""excavate"", ""debris"", ""assembly"", ""scaffold"", ""excavate"", ""excavate"", ""excavate"", ""utilities"", ""debris"", ""assembly"", ""assembly"", ""delivery"", ""assembly"", ""utilities"", ""utilities"", ""debris"", ""assembly"", ""delivery"", ""debris""]"
3996,hrt002d.map,5,50,evaluate_suitability_loose,"[""scaffolding"", ""excavator"", ""crane"", ""excavator"", ""bricklayer""]","[""utilities"", ""scaffold"", ""debris"", ""excavate"", ""delivery"", ""item elevation"", ""item elevation"", ""debris"", ""item elevation"", ""assembly"", ""debris"", ""delivery"", ""excavate"", ""delivery"", ""delivery"", ""item elevation"", ""delivery"", ""assembly"", ""scaffold"", ""item elevation"", ""delivery"", ""lay bricks"", ""delivery"", ""utilities"", ""debris"", ""scaffold"", ""scaffold"", ""item elevation"", ""item elevation"", ""item elevation"", ""scaffold"", ""lay bricks"", ""excavate"", ""delivery"", ""assembly"", ""excavate"", ""debris"", ""lay bricks"", ""assembly"", ""assembly"", ""debris"", ""excavate"", ""utilities"", ""scaffold"", ""scaffold"", ""item elevation"", ""debris"", ""delivery"", ""item elevation"", ""utilities""]"
3997,hrt002d.map,5,50,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""assembly"", ""assembly"", ""bricklayer""]","[""excavate"", ""debris"", ""excavate"", ""scaffold"", ""delivery"", ""debris"", ""delivery"", ""excavate"", ""debris"", ""delivery"", ""scaffold"", ""item elevation"", ""item elevation"", ""item elevation"", ""scaffold"", ""excavate"", ""lay bricks"", ""utilities"", ""delivery"", ""assembly"", ""utilities"", ""debris"", ""assembly"", ""excavate"", ""debris"", ""delivery"", ""item elevation"", ""debris"", ""debris"", ""utilities"", ""utilities"", ""excavate"", ""delivery"", ""item elevation"", ""excavate"", ""assembly"", ""utilities"", ""utilities"", ""debris"", ""assembly"", ""utilities"", ""excavate"", ""scaffold"", ""debris"", ""item elevation"", ""assembly"", ""item elevation"", ""utilities"", ""lay bricks"", ""lay bricks""]"
3998,hrt002d.map,5,50,evaluate_suitability_loose,"[""delivery"", ""excavator"", ""assembly"", ""scaffolding"", ""bricklayer""]","[""debris"", ""delivery"", ""lay bricks"", ""lay bricks"", ""delivery"", ""excavate"", ""lay bricks"", ""item elevation"", ""excavate"", ""lay bricks"", ""delivery"", ""debris"", ""debris"", ""item elevation"", ""delivery"", ""scaffold"", ""debris"", ""scaffold"", ""item elevation"", ""debris"", ""item elevation"", ""delivery"", ""item elevation"", ""scaffold"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""lay bricks"", ""debris"", ""assembly"", ""assembly"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""assembly"", ""assembly"", ""excavate"", ""utilities"", ""utilities"", ""utilities"", ""debris"", ""excavate"", ""lay bricks"", ""assembly"", ""item elevation"", ""assembly"", ""assembly"", ""utilities"", ""lay bricks"", ""item elevation""]"
3999,hrt002d.map,5,50,evaluate_suitability_loose,"[""bricklayer"", ""excavator"", ""assembly"", ""crane"", ""delivery""]","[""assembly"", ""assembly"", ""assembly"", ""debris"", ""delivery"", ""debris"", ""lay bricks"", ""delivery"", ""delivery"", ""item elevation"", ""delivery"", ""scaffold"", ""assembly"", ""lay bricks"", ""scaffold"", ""assembly"", ""item elevation"", ""debris"", ""excavate"", ""item elevation"", ""scaffold"", ""item elevation"", ""assembly"", ""scaffold"", ""assembly"", ""delivery"", ""lay bricks"", ""excavate"", ""debris"", ""utilities"", ""assembly"", ""excavate"", ""item elevation"", ""item elevation"", ""utilities"", ""utilities"", ""scaffold"", ""excavate"", ""delivery"", ""assembly"", ""debris"", ""excavate"", ""delivery"", ""utilities"", ""debris"", ""excavate"", ""assembly"", ""lay bricks"", ""utilities"", ""utilities""]"
4000,hrt002d.map,5,50,evaluate_suitability_loose,"[""scaffolding"", ""delivery"", ""assembly"", ""bricklayer"", ""delivery""]","[""scaffold"", ""delivery"", ""lay bricks"", ""lay bricks"", ""utilities"", ""delivery"", ""delivery"", ""delivery"", ""assembly"", ""lay bricks"", ""lay bricks"", ""debris"", ""item elevation"", ""utilities"", ""assembly"", ""scaffold"", ""excavate"", ""utilities"", ""utilities"", ""assembly"", ""item elevation"", ""utilities"", ""lay bricks"", ""delivery"", ""debris"", ""assembly"", ""utilities"", ""lay bricks"", ""delivery"", ""utilities"", ""scaffold"", ""delivery"", ""item elevation"", ""item elevation"", ""utilities"", ""lay bricks"", ""item elevation"", ""excavate"", ""item elevation"", ""excavate"", ""lay bricks"", ""utilities"", ""assembly"", ""excavate"", ""item elevation"", ""utilities"", ""scaffold"", ""excavate"", ""delivery"", ""debris""]"
4001,hrt002d.map,5,50,evaluate_suitability_strict,"[""scaffolding"", ""crane"", ""bricklayer"", ""assembly"", ""excavator""]","[""scaffold"", ""excavate"", ""utilities"", ""scaffold"", ""lay bricks"", ""assembly"", ""lay bricks"", ""delivery"", ""scaffold"", ""assembly"", ""utilities"", ""assembly"", ""item elevation"", ""lay bricks"", ""item elevation"", ""item elevation"", ""lay bricks"", ""utilities"", ""utilities"", ""assembly"", ""scaffold"", ""excavate"", ""assembly"", ""delivery"", ""utilities"", ""excavate"", ""utilities"", ""debris"", ""debris"", ""assembly"", ""delivery"", ""assembly"", ""scaffold"", ""excavate"", ""debris"", ""delivery"", ""debris"", ""lay bricks"", ""item elevation"", ""excavate"", ""scaffold"", ""scaffold"", ""assembly"", ""scaffold"", ""delivery"", ""excavate"", ""assembly"", ""item elevation"", ""item elevation"", ""lay bricks""]"
4002,hrt002d.map,5,50,evaluate_suitability_strict,"[""assembly"", ""scaffolding"", ""excavator"", ""delivery"", ""delivery""]","[""debris"", ""debris"", ""scaffold"", ""utilities"", ""lay bricks"", ""excavate"", ""delivery"", ""delivery"", ""assembly"", ""utilities"", ""excavate"", ""scaffold"", ""item elevation"", ""lay bricks"", ""scaffold"", ""debris"", ""lay bricks"", ""item elevation"", ""excavate"", ""scaffold"", ""item elevation"", ""scaffold"", ""scaffold"", ""debris"", ""lay bricks"", ""excavate"", ""scaffold"", ""scaffold"", ""item elevation"", ""lay bricks"", ""debris"", ""lay bricks"", ""lay bricks"", ""delivery"", ""scaffold"", ""assembly"", ""utilities"", ""item elevation"", ""excavate"", ""debris"", ""scaffold"", ""delivery"", ""utilities"", ""scaffold"", ""excavate"", ""scaffold"", ""item elevation"", ""debris"", ""assembly"", ""item elevation""]"
4003,hrt002d.map,5,50,evaluate_suitability_strict,"[""assembly"", ""crane"", ""bricklayer"", ""scaffolding"", ""delivery""]","[""debris"", ""lay bricks"", ""excavate"", ""lay bricks"", ""item elevation"", ""utilities"", ""item elevation"", ""utilities"", ""excavate"", ""scaffold"", ""utilities"", ""item elevation"", ""delivery"", ""utilities"", ""excavate"", ""scaffold"", ""scaffold"", ""item elevation"", ""scaffold"", ""lay bricks"", ""assembly"", ""assembly"", ""utilities"", ""lay bricks"", ""excavate"", ""delivery"", ""excavate"", ""excavate"", ""excavate"", ""utilities"", ""scaffold"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""item elevation"", ""utilities"", ""scaffold"", ""utilities"", ""debris"", ""scaffold"", ""item elevation"", ""scaffold"", ""scaffold"", ""scaffold"", ""utilities"", ""delivery"", ""utilities"", ""excavate"", ""excavate"", ""debris""]"
4004,hrt002d.map,5,50,evaluate_suitability_strict,"[""assembly"", ""scaffolding"", ""scaffolding"", ""scaffolding"", ""scaffolding""]","[""debris"", ""utilities"", ""item elevation"", ""assembly"", ""assembly"", ""excavate"", ""item elevation"", ""utilities"", ""scaffold"", ""assembly"", ""scaffold"", ""scaffold"", ""delivery"", ""item elevation"", ""excavate"", ""scaffold"", ""delivery"", ""delivery"", ""excavate"", ""excavate"", ""assembly"", ""lay bricks"", ""excavate"", ""delivery"", ""debris"", ""utilities"", ""debris"", ""lay bricks"", ""delivery"", ""delivery"", ""excavate"", ""assembly"", ""excavate"", ""debris"", ""assembly"", ""utilities"", ""item elevation"", ""item elevation"", ""lay bricks"", ""delivery"", ""debris"", ""item elevation"", ""scaffold"", ""scaffold"", ""debris"", ""utilities"", ""lay bricks"", ""assembly"", ""scaffold"", ""delivery""]"
4005,hrt002d.map,5,50,evaluate_suitability_strict,"[""bricklayer"", ""crane"", ""crane"", ""assembly"", ""assembly""]","[""item elevation"", ""assembly"", ""utilities"", ""excavate"", ""delivery"", ""assembly"", ""item elevation"", ""excavate"", ""assembly"", ""item elevation"", ""assembly"", ""assembly"", ""debris"", ""scaffold"", ""lay bricks"", ""debris"", ""delivery"", ""delivery"", ""item elevation"", ""item elevation"", ""utilities"", ""lay bricks"", ""utilities"", ""assembly"", ""assembly"", ""lay bricks"", ""utilities"", ""debris"", ""utilities"", ""debris"", ""utilities"", ""scaffold"", ""delivery"", ""delivery"", ""excavate"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""assembly"", ""lay bricks"", ""scaffold"", ""excavate"", ""assembly"", ""excavate"", ""scaffold"", ""assembly"", ""delivery"", ""debris"", ""debris"", ""item elevation""]"
4006,hrt002d.map,5,50,evaluate_suitability_strict,"[""excavator"", ""crane"", ""excavator"", ""delivery"", ""bricklayer""]","[""excavate"", ""item elevation"", ""utilities"", ""delivery"", ""utilities"", ""utilities"", ""item elevation"", ""scaffold"", ""assembly"", ""excavate"", ""item elevation"", ""debris"", ""excavate"", ""lay bricks"", ""debris"", ""delivery"", ""debris"", ""lay bricks"", ""excavate"", ""debris"", ""excavate"", ""scaffold"", ""utilities"", ""excavate"", ""debris"", ""debris"", ""delivery"", ""delivery"", ""debris"", ""item elevation"", ""item elevation"", ""assembly"", ""item elevation"", ""item elevation"", ""lay bricks"", ""assembly"", ""item elevation"", ""debris"", ""excavate"", ""lay bricks"", ""lay bricks"", ""delivery"", ""assembly"", ""scaffold"", ""item elevation"", ""debris"", ""delivery"", ""item elevation"", ""excavate"", ""assembly""]"
4007,hrt002d.map,5,50,evaluate_suitability_strict,"[""delivery"", ""assembly"", ""bricklayer"", ""scaffolding"", ""assembly""]","[""item elevation"", ""utilities"", ""utilities"", ""debris"", ""assembly"", ""utilities"", ""lay bricks"", ""scaffold"", ""utilities"", ""debris"", ""excavate"", ""utilities"", ""excavate"", ""utilities"", ""delivery"", ""item elevation"", ""utilities"", ""utilities"", ""assembly"", ""debris"", ""assembly"", ""scaffold"", ""utilities"", ""lay bricks"", ""excavate"", ""utilities"", ""item elevation"", ""excavate"", ""excavate"", ""utilities"", ""debris"", ""utilities"", ""utilities"", ""item elevation"", ""utilities"", ""assembly"", ""scaffold"", ""item elevation"", ""lay bricks"", ""utilities"", ""assembly"", ""lay bricks"", ""item elevation"", ""utilities"", ""item elevation"", ""utilities"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""excavate""]"
4008,hrt002d.map,5,50,evaluate_suitability_strict,"[""scaffolding"", ""bricklayer"", ""bricklayer"", ""crane"", ""crane""]","[""scaffold"", ""excavate"", ""delivery"", ""utilities"", ""lay bricks"", ""assembly"", ""scaffold"", ""debris"", ""excavate"", ""lay bricks"", ""debris"", ""assembly"", ""debris"", ""debris"", ""utilities"", ""delivery"", ""excavate"", ""lay bricks"", ""delivery"", ""assembly"", ""debris"", ""assembly"", ""scaffold"", ""assembly"", ""lay bricks"", ""debris"", ""item elevation"", ""debris"", ""excavate"", ""excavate"", ""utilities"", ""item elevation"", ""item elevation"", ""delivery"", ""assembly"", ""assembly"", ""debris"", ""item elevation"", ""item elevation"", ""utilities"", ""delivery"", ""scaffold"", ""excavate"", ""delivery"", ""lay bricks"", ""utilities"", ""excavate"", ""lay bricks"", ""debris"", ""utilities""]"
4009,hrt002d.map,5,50,evaluate_suitability_strict,"[""delivery"", ""assembly"", ""crane"", ""scaffolding"", ""bricklayer""]","[""assembly"", ""item elevation"", ""lay bricks"", ""scaffold"", ""debris"", ""assembly"", ""debris"", ""delivery"", ""excavate"", ""delivery"", ""excavate"", ""debris"", ""scaffold"", ""utilities"", ""utilities"", ""scaffold"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""debris"", ""debris"", ""excavate"", ""utilities"", ""assembly"", ""lay bricks"", ""utilities"", ""scaffold"", ""excavate"", ""debris"", ""delivery"", ""debris"", ""excavate"", ""excavate"", ""utilities"", ""lay bricks"", ""excavate"", ""lay bricks"", ""lay bricks"", ""debris"", ""assembly"", ""assembly"", ""delivery"", ""utilities"", ""lay bricks"", ""delivery"", ""utilities"", ""utilities"", ""scaffold"", ""debris"", ""scaffold""]"
4010,hrt002d.map,5,50,evaluate_suitability_strict,"[""crane"", ""delivery"", ""assembly"", ""excavator"", ""bricklayer""]","[""lay bricks"", ""assembly"", ""assembly"", ""utilities"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""assembly"", ""utilities"", ""item elevation"", ""assembly"", ""delivery"", ""lay bricks"", ""delivery"", ""item elevation"", ""excavate"", ""item elevation"", ""item elevation"", ""utilities"", ""scaffold"", ""utilities"", ""scaffold"", ""item elevation"", ""utilities"", ""scaffold"", ""excavate"", ""scaffold"", ""utilities"", ""utilities"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""debris"", ""lay bricks"", ""debris"", ""debris"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""excavate"", ""excavate"", ""scaffold"", ""utilities"", ""debris"", ""lay bricks"", ""lay bricks"", ""assembly"", ""scaffold"", ""lay bricks"", ""assembly""]"
4011,hrt002d.map,5,50,evaluate_suitability_strict,"[""bricklayer"", ""crane"", ""assembly"", ""delivery"", ""excavator""]","[""debris"", ""scaffold"", ""lay bricks"", ""item elevation"", ""item elevation"", ""debris"", ""assembly"", ""debris"", ""item elevation"", ""item elevation"", ""delivery"", ""delivery"", ""assembly"", ""excavate"", ""item elevation"", ""debris"", ""debris"", ""utilities"", ""delivery"", ""excavate"", ""assembly"", ""lay bricks"", ""item elevation"", ""excavate"", ""assembly"", ""assembly"", ""excavate"", ""lay bricks"", ""item elevation"", ""scaffold"", ""item elevation"", ""assembly"", ""item elevation"", ""scaffold"", ""item elevation"", ""scaffold"", ""lay bricks"", ""delivery"", ""delivery"", ""item elevation"", ""scaffold"", ""excavate"", ""item elevation"", ""debris"", ""assembly"", ""scaffold"", ""delivery"", ""lay bricks"", ""scaffold"", ""utilities""]"
4012,hrt002d.map,5,50,evaluate_suitability_strict,"[""bricklayer"", ""excavator"", ""scaffolding"", ""assembly"", ""excavator""]","[""delivery"", ""assembly"", ""excavate"", ""delivery"", ""delivery"", ""scaffold"", ""delivery"", ""scaffold"", ""utilities"", ""utilities"", ""debris"", ""utilities"", ""delivery"", ""assembly"", ""delivery"", ""excavate"", ""excavate"", ""utilities"", ""utilities"", ""utilities"", ""delivery"", ""excavate"", ""lay bricks"", ""delivery"", ""item elevation"", ""delivery"", ""debris"", ""delivery"", ""item elevation"", ""assembly"", ""item elevation"", ""assembly"", ""lay bricks"", ""lay bricks"", ""delivery"", ""utilities"", ""delivery"", ""excavate"", ""delivery"", ""lay bricks"", ""debris"", ""lay bricks"", ""delivery"", ""excavate"", ""debris"", ""assembly"", ""item elevation"", ""utilities"", ""scaffold"", ""lay bricks""]"
4013,hrt002d.map,5,50,evaluate_suitability_strict,"[""bricklayer"", ""scaffolding"", ""crane"", ""bricklayer"", ""bricklayer""]","[""assembly"", ""scaffold"", ""debris"", ""assembly"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""debris"", ""debris"", ""delivery"", ""utilities"", ""debris"", ""scaffold"", ""utilities"", ""utilities"", ""lay bricks"", ""assembly"", ""lay bricks"", ""item elevation"", ""utilities"", ""assembly"", ""debris"", ""debris"", ""delivery"", ""item elevation"", ""lay bricks"", ""delivery"", ""scaffold"", ""debris"", ""assembly"", ""assembly"", ""debris"", ""item elevation"", ""excavate"", ""debris"", ""assembly"", ""scaffold"", ""scaffold"", ""assembly"", ""assembly"", ""utilities"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""item elevation"", ""scaffold"", ""assembly"", ""item elevation"", ""debris"", ""assembly""]"
4014,hrt002d.map,5,50,evaluate_suitability_strict,"[""scaffolding"", ""excavator"", ""bricklayer"", ""scaffolding"", ""crane""]","[""excavate"", ""excavate"", ""assembly"", ""utilities"", ""item elevation"", ""debris"", ""lay bricks"", ""item elevation"", ""item elevation"", ""delivery"", ""debris"", ""item elevation"", ""excavate"", ""excavate"", ""assembly"", ""scaffold"", ""utilities"", ""assembly"", ""utilities"", ""assembly"", ""excavate"", ""delivery"", ""lay bricks"", ""utilities"", ""utilities"", ""utilities"", ""assembly"", ""scaffold"", ""delivery"", ""item elevation"", ""debris"", ""utilities"", ""delivery"", ""assembly"", ""delivery"", ""excavate"", ""item elevation"", ""utilities"", ""scaffold"", ""delivery"", ""excavate"", ""utilities"", ""assembly"", ""assembly"", ""utilities"", ""scaffold"", ""lay bricks"", ""excavate"", ""scaffold"", ""utilities""]"
4015,hrt002d.map,5,50,evaluate_suitability_strict,"[""scaffolding"", ""bricklayer"", ""crane"", ""delivery"", ""excavator""]","[""delivery"", ""scaffold"", ""item elevation"", ""excavate"", ""scaffold"", ""scaffold"", ""item elevation"", ""assembly"", ""item elevation"", ""delivery"", ""delivery"", ""excavate"", ""utilities"", ""excavate"", ""lay bricks"", ""excavate"", ""debris"", ""assembly"", ""utilities"", ""delivery"", ""debris"", ""utilities"", ""debris"", ""scaffold"", ""delivery"", ""item elevation"", ""delivery"", ""scaffold"", ""lay bricks"", ""assembly"", ""debris"", ""utilities"", ""utilities"", ""lay bricks"", ""item elevation"", ""utilities"", ""delivery"", ""assembly"", ""delivery"", ""debris"", ""delivery"", ""item elevation"", ""excavate"", ""delivery"", ""excavate"", ""excavate"", ""excavate"", ""delivery"", ""delivery"", ""utilities""]"
4016,hrt002d.map,5,50,evaluate_suitability_strict,"[""scaffolding"", ""crane"", ""excavator"", ""bricklayer"", ""bricklayer""]","[""utilities"", ""excavate"", ""excavate"", ""debris"", ""debris"", ""scaffold"", ""scaffold"", ""utilities"", ""delivery"", ""delivery"", ""delivery"", ""assembly"", ""assembly"", ""utilities"", ""assembly"", ""scaffold"", ""excavate"", ""debris"", ""delivery"", ""assembly"", ""lay bricks"", ""excavate"", ""delivery"", ""item elevation"", ""lay bricks"", ""utilities"", ""assembly"", ""scaffold"", ""scaffold"", ""utilities"", ""lay bricks"", ""delivery"", ""assembly"", ""excavate"", ""item elevation"", ""excavate"", ""lay bricks"", ""lay bricks"", ""excavate"", ""lay bricks"", ""assembly"", ""item elevation"", ""item elevation"", ""excavate"", ""excavate"", ""scaffold"", ""assembly"", ""delivery"", ""utilities"", ""item elevation""]"
4017,hrt002d.map,5,50,evaluate_suitability_strict,"[""assembly"", ""bricklayer"", ""bricklayer"", ""excavator"", ""excavator""]","[""item elevation"", ""debris"", ""lay bricks"", ""excavate"", ""lay bricks"", ""delivery"", ""assembly"", ""excavate"", ""assembly"", ""excavate"", ""utilities"", ""utilities"", ""debris"", ""lay bricks"", ""lay bricks"", ""debris"", ""utilities"", ""item elevation"", ""assembly"", ""item elevation"", ""lay bricks"", ""debris"", ""scaffold"", ""debris"", ""scaffold"", ""delivery"", ""assembly"", ""assembly"", ""delivery"", ""excavate"", ""delivery"", ""utilities"", ""excavate"", ""scaffold"", ""item elevation"", ""debris"", ""scaffold"", ""lay bricks"", ""utilities"", ""delivery"", ""utilities"", ""scaffold"", ""assembly"", ""delivery"", ""lay bricks"", ""debris"", ""debris"", ""scaffold"", ""debris"", ""excavate""]"
4018,hrt002d.map,5,50,evaluate_suitability_strict,"[""assembly"", ""excavator"", ""excavator"", ""bricklayer"", ""assembly""]","[""debris"", ""debris"", ""excavate"", ""item elevation"", ""lay bricks"", ""debris"", ""utilities"", ""scaffold"", ""assembly"", ""item elevation"", ""lay bricks"", ""assembly"", ""utilities"", ""debris"", ""scaffold"", ""delivery"", ""assembly"", ""lay bricks"", ""utilities"", ""delivery"", ""utilities"", ""item elevation"", ""excavate"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""assembly"", ""excavate"", ""delivery"", ""lay bricks"", ""item elevation"", ""excavate"", ""lay bricks"", ""delivery"", ""excavate"", ""debris"", ""lay bricks"", ""scaffold"", ""delivery"", ""delivery"", ""utilities"", ""assembly"", ""item elevation"", ""utilities"", ""assembly"", ""debris"", ""scaffold"", ""delivery"", ""scaffold""]"
4019,hrt002d.map,5,50,evaluate_suitability_strict,"[""assembly"", ""crane"", ""crane"", ""bricklayer"", ""crane""]","[""delivery"", ""excavate"", ""scaffold"", ""lay bricks"", ""item elevation"", ""item elevation"", ""excavate"", ""item elevation"", ""assembly"", ""delivery"", ""utilities"", ""excavate"", ""scaffold"", ""lay bricks"", ""utilities"", ""lay bricks"", ""lay bricks"", ""debris"", ""delivery"", ""delivery"", ""delivery"", ""item elevation"", ""lay bricks"", ""utilities"", ""excavate"", ""excavate"", ""assembly"", ""item elevation"", ""utilities"", ""debris"", ""utilities"", ""delivery"", ""debris"", ""scaffold"", ""excavate"", ""debris"", ""debris"", ""item elevation"", ""debris"", ""item elevation"", ""assembly"", ""lay bricks"", ""debris"", ""debris"", ""assembly"", ""lay bricks"", ""scaffold"", ""assembly"", ""delivery"", ""scaffold""]"
4020,hrt002d.map,5,50,evaluate_suitability_strict,"[""scaffolding"", ""assembly"", ""assembly"", ""excavator"", ""delivery""]","[""debris"", ""lay bricks"", ""scaffold"", ""delivery"", ""item elevation"", ""item elevation"", ""utilities"", ""assembly"", ""delivery"", ""debris"", ""utilities"", ""item elevation"", ""excavate"", ""excavate"", ""excavate"", ""utilities"", ""excavate"", ""delivery"", ""delivery"", ""excavate"", ""utilities"", ""item elevation"", ""debris"", ""excavate"", ""utilities"", ""scaffold"", ""scaffold"", ""scaffold"", ""assembly"", ""item elevation"", ""debris"", ""item elevation"", ""lay bricks"", ""delivery"", ""lay bricks"", ""assembly"", ""item elevation"", ""excavate"", ""assembly"", ""scaffold"", ""item elevation"", ""debris"", ""lay bricks"", ""assembly"", ""delivery"", ""scaffold"", ""utilities"", ""item elevation"", ""utilities"", ""lay bricks""]"
4021,hrt002d.map,5,100,evaluate_suitability_new,"[""scaffolding"", ""crane"", ""bricklayer"", ""scaffolding"", ""delivery""]","[""assembly"", ""item elevation"", ""utilities"", ""debris"", ""debris"", ""scaffold"", ""utilities"", ""assembly"", ""assembly"", ""delivery"", ""assembly"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""assembly"", ""excavate"", ""item elevation"", ""delivery"", ""delivery"", ""item elevation"", ""utilities"", ""utilities"", ""item elevation"", ""delivery"", ""item elevation"", ""assembly"", ""scaffold"", ""item elevation"", ""item elevation"", ""delivery"", ""excavate"", ""excavate"", ""scaffold"", ""lay bricks"", ""utilities"", ""delivery"", ""scaffold"", ""debris"", ""scaffold"", ""scaffold"", ""item elevation"", ""lay bricks"", ""item elevation"", ""item elevation"", ""scaffold"", ""utilities"", ""delivery"", ""delivery"", ""delivery"", ""excavate"", ""scaffold"", ""item elevation"", ""excavate"", ""delivery"", ""assembly"", ""item elevation"", ""assembly"", ""assembly"", ""item elevation"", ""assembly"", ""excavate"", ""excavate"", ""item elevation"", ""delivery"", ""lay bricks"", ""item elevation"", ""delivery"", ""item elevation"", ""delivery"", ""debris"", ""item elevation"", ""item elevation"", ""assembly"", ""scaffold"", ""excavate"", ""debris"", ""lay bricks"", ""excavate"", ""lay bricks"", ""scaffold"", ""utilities"", ""assembly"", ""delivery"", ""assembly"", ""debris"", ""delivery"", ""scaffold"", ""debris"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""utilities"", ""assembly"", ""delivery"", ""excavate"", ""debris"", ""item elevation"", ""utilities"", ""delivery""]"
4022,hrt002d.map,5,100,evaluate_suitability_new,"[""assembly"", ""scaffolding"", ""scaffolding"", ""bricklayer"", ""delivery""]","[""delivery"", ""item elevation"", ""item elevation"", ""lay bricks"", ""assembly"", ""lay bricks"", ""lay bricks"", ""assembly"", ""utilities"", ""excavate"", ""scaffold"", ""assembly"", ""debris"", ""scaffold"", ""debris"", ""lay bricks"", ""excavate"", ""utilities"", ""delivery"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""excavate"", ""assembly"", ""assembly"", ""excavate"", ""debris"", ""item elevation"", ""utilities"", ""delivery"", ""debris"", ""delivery"", ""delivery"", ""debris"", ""excavate"", ""assembly"", ""assembly"", ""excavate"", ""debris"", ""assembly"", ""scaffold"", ""lay bricks"", ""utilities"", ""debris"", ""debris"", ""scaffold"", ""excavate"", ""debris"", ""assembly"", ""item elevation"", ""item elevation"", ""utilities"", ""assembly"", ""debris"", ""utilities"", ""lay bricks"", ""lay bricks"", ""debris"", ""scaffold"", ""delivery"", ""scaffold"", ""utilities"", ""scaffold"", ""delivery"", ""excavate"", ""utilities"", ""assembly"", ""assembly"", ""debris"", ""debris"", ""debris"", ""scaffold"", ""lay bricks"", ""debris"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""scaffold"", ""debris"", ""scaffold"", ""delivery"", ""debris"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""lay bricks"", ""debris"", ""assembly"", ""debris"", ""utilities"", ""debris"", ""excavate"", ""lay bricks"", ""assembly"", ""item elevation"", ""lay bricks"", ""scaffold"", ""utilities""]"
